label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
0,0.0,0.0,0.056409865617752075,-0.039955198764801025,0.11459535360336304,-0.10662379860877991,0.12547367811203003,-0.17463815212249756,0.08944487571716309,-0.20157340168952942,0.08342337608337402,-0.1836370825767517,0.09788402915000916,-0.23633402585983276,0.08990585803985596,-0.1635492444038391,0.0830046534538269,-0.14172294735908508,0.04063257575035095,-0.1922791600227356,0.05371338129043579,-0.2396085560321808,0.05107879638671875,-0.15419501066207886,0.042895227670669556,-0.1429203450679779,-0.0012239515781402588,-0.1932305097579956,0.009561002254486084,-0.24456417560577393,0.014561593532562256,-0.16218042373657227,0.007433503866195679,-0.1410961151123047,-0.047002822160720825,-0.19054049253463745,-0.03558248281478882,-0.23911947011947632,-0.023325294256210327,-0.1864551603794098,-0.023611903190612793,-0.16073665022850037
0,0.0,0.0,0.05610477924346924,-0.039763569831848145,0.11279788613319397,-0.10598009824752808,0.12242162227630615,-0.17432460188865662,0.0891803503036499,-0.2066015601158142,0.08323639631271362,-0.18359550833702087,0.09798958897590637,-0.2376185953617096,0.0896674394607544,-0.16585615277290344,0.08225804567337036,-0.14288932085037231,0.039812833070755005,-0.19322621822357178,0.053159236907958984,-0.24192360043525696,0.050310611724853516,-0.1563904881477356,0.04151138663291931,-0.14223089814186096,-0.0023746490478515625,-0.1944696009159088,0.008688628673553467,-0.24687400460243225,0.013613700866699219,-0.1639193892478943,0.005706995725631714,-0.140119731426239,-0.04859456419944763,-0.1907741129398346,-0.037098973989486694,-0.24163633584976196,-0.02408689260482788,-0.1889396607875824,-0.024104803800582886,-0.16113856434822083
0,0.0,0.0,0.0574706494808197,-0.039108216762542725,0.11509829759597778,-0.10549911856651306,0.12368443608283997,-0.1742342710494995,0.08925634622573853,-0.20691534876823425,0.08316344022750854,-0.18403449654579163,0.09713897109031677,-0.23784101009368896,0.08798065781593323,-0.16524165868759155,0.08123943209648132,-0.1419481337070465,0.03957834839820862,-0.19292539358139038,0.05244532227516174,-0.24315816164016724,0.04921260476112366,-0.15734291076660156,0.040981948375701904,-0.14072638750076294,-0.0027029216289520264,-0.19372260570526123,0.007999658584594727,-0.24641305208206177,0.012803643941879272,-0.16419905424118042,0.005692213773727417,-0.1400018334388733,-0.04879358410835266,-0.18969839811325073,-0.03735250234603882,-0.24119335412979126,-0.02467167377471924,-0.1890837550163269,-0.02466490864753723,-0.16152074933052063
0,0.0,0.0,0.05683088302612305,-0.040004611015319824,0.11383652687072754,-0.10669064521789551,0.12317883968353271,-0.17535054683685303,0.08812016248703003,-0.20542722940444946,0.08139777183532715,-0.18335384130477905,0.09509357810020447,-0.23846319317817688,0.08727344870567322,-0.16603416204452515,0.08099710941314697,-0.14303714036941528,0.03817319869995117,-0.1915973722934723,0.05082428455352783,-0.24254682660102844,0.04825875163078308,-0.15771234035491943,0.03982004523277283,-0.14274024963378906,-0.0039539337158203125,-0.19235551357269287,0.006783127784729004,-0.24614983797073364,0.011897385120391846,-0.1642334759235382,0.0045021772384643555,-0.14044901728630066,-0.04994875192642212,-0.18880042433738708,-0.03881064057350159,-0.24084287881851196,-0.025543391704559326,-0.18916887044906616,-0.02536514401435852,-0.16167563199996948
0,0.0,0.0,0.0560532808303833,-0.039713144302368164,0.11214512586593628,-0.10866144299507141,0.12150523066520691,-0.17643561959266663,0.09001442790031433,-0.20735383033752441,0.08188864588737488,-0.18634384870529175,0.095624178647995,-0.2397085726261139,0.08780628442764282,-0.16735592484474182,0.08128687739372253,-0.1452505886554718,0.03840649127960205,-0.19475990533828735,0.05107015371322632,-0.24315017461776733,0.04886370897293091,-0.15730854868888855,0.040844738483428955,-0.1455216109752655,-0.003912985324859619,-0.19552606344223022,0.006471604108810425,-0.24788206815719604,0.01216059923171997,-0.16530349850654602,0.004976928234100342,-0.14432016015052795,-0.05021652579307556,-0.19249746203422546,-0.038472145795822144,-0.241273432970047,-0.025491982698440552,-0.1887744665145874,-0.02601197361946106,-0.16382339596748352
0,0.0,0.0,0.0553128719329834,-0.039295971393585205,0.11292347311973572,-0.10909411311149597,0.12334796786308289,-0.17817872762680054,0.0882205069065094,-0.20663511753082275,0.0819678008556366,-0.18642732501029968,0.09574711322784424,-0.24053770303726196,0.08753964304924011,-0.16683825850486755,0.0811002254486084,-0.145300954580307,0.03861543536186218,-0.1947840452194214,0.0511186420917511,-0.24332264065742493,0.048462629318237305,-0.15671080350875854,0.040456563234329224,-0.14532306790351868,-0.003879040479660034,-0.1951422095298767,0.006248831748962402,-0.24740052223205566,0.011278420686721802,-0.16339948773384094,0.004158079624176025,-0.14225828647613525,-0.05023998022079468,-0.1919248104095459,-0.03824523091316223,-0.24115300178527832,-0.02615731954574585,-0.187175452709198,-0.026923805475234985,-0.16183528304100037
0,0.0,0.0,0.056416481733322144,-0.0405619740486145,0.11418765783309937,-0.10716620087623596,0.12474942207336426,-0.17569607496261597,0.09009188413619995,-0.2037791907787323,0.08149704337120056,-0.18480205535888672,0.09605127573013306,-0.2395475208759308,0.08837231993675232,-0.16719236969947815,0.08139851689338684,-0.14225929975509644,0.038349032402038574,-0.19304656982421875,0.051667720079422,-0.24202924966812134,0.049164384603500366,-0.15675142407417297,0.04015249013900757,-0.14132976531982422,-0.0038267672061920166,-0.1933709681034088,0.00774732232093811,-0.2452278733253479,0.012596487998962402,-0.1633448302745819,0.0045500993728637695,-0.13983365893363953,-0.04991653561592102,-0.18922346830368042,-0.038149356842041016,-0.2401810884475708,-0.025162696838378906,-0.1885131299495697,-0.025529921054840088,-0.16126003861427307
0,0.0,0.0,0.055516570806503296,-0.04052680730819702,0.11301833391189575,-0.10824227333068848,0.12434622645378113,-0.17641684412956238,0.08896499872207642,-0.20413684844970703,0.08087670803070068,-0.18511918187141418,0.09622523188591003,-0.23964685201644897,0.08772575855255127,-0.1664644181728363,0.08015015721321106,-0.14433228969573975,0.03796321153640747,-0.1936926245689392,0.05168628692626953,-0.2429693043231964,0.04873022437095642,-0.15706121921539307,0.0398789644241333,-0.1438814401626587,-0.0043423473834991455,-0.1942172646522522,0.006941556930541992,-0.24693983793258667,0.011917710304260254,-0.16341671347618103,0.004208505153656006,-0.14106214046478271,-0.05068811774253845,-0.1905631422996521,-0.03782251477241516,-0.2405562698841095,-0.025560081005096436,-0.18707120418548584,-0.026492595672607422,-0.1607505977153778
0,0.0,0.0,0.05642536282539368,-0.040210068225860596,0.11481177806854248,-0.1090453565120697,0.1249563992023468,-0.17773127555847168,0.08880236744880676,-0.20442715287208557,0.08231359720230103,-0.18480610847473145,0.09700137376785278,-0.2396146059036255,0.08900001645088196,-0.1655273735523224,0.08217182755470276,-0.1430491805076599,0.03858494758605957,-0.19258812069892883,0.05209121108055115,-0.24201229214668274,0.0502471923828125,-0.15594249963760376,0.04144755005836487,-0.14249885082244873,-0.003941982984542847,-0.19290614128112793,0.006980270147323608,-0.24647653102874756,0.013016223907470703,-0.1632780134677887,0.005396068096160889,-0.1406436562538147,-0.05008178949356079,-0.18935707211494446,-0.03790116310119629,-0.24015024304389954,-0.024899393320083618,-0.1864737868309021,-0.02564755082130432,-0.15951642394065857
0,0.0,0.0,0.056921184062957764,-0.042133867740631104,0.1146383285522461,-0.10998097062110901,0.12431886792182922,-0.17938649654388428,0.08862388134002686,-0.20862549543380737,0.0829874575138092,-0.18662196397781372,0.09668093919754028,-0.24024105072021484,0.08875834941864014,-0.16814425587654114,0.08226069808006287,-0.1458573341369629,0.039035916328430176,-0.19599175453186035,0.05147475004196167,-0.24454760551452637,0.04917147755622864,-0.1591966450214386,0.041154950857162476,-0.1465713381767273,-0.0035957396030426025,-0.1967010200023651,0.0066370368003845215,-0.24865072965621948,0.011794626712799072,-0.1660051941871643,0.004609018564224243,-0.14445501565933228,-0.050143271684646606,-0.19263145327568054,-0.03737342357635498,-0.24100854992866516,-0.02596035599708557,-0.18719205260276794,-0.02745068073272705,-0.16175180673599243
